Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
62870,Text,2020-08-09,"Historia de América desde sus tiempos más remotos hasta nuestros días, tomo II",es,"Ortega Rubio, Juan, 1845-1921",America -- History,E011,Browsing: History - American
62926,Text,2020-08-14,"Historia del famoso predicador Fray Gerundio de Campazas, alias Zotes (1 de 2)",es,"Isla, José Francisco de, 1703-1781; Lidforss, Edvard, 1833-1910 [Editor]",Spanish fiction -- 18th century,PQ,Browsing: Literature; Browsing: Fiction
62952,Text,2020-08-17,El casamiento de Laucha,es,"Payró, Roberto Jorge, 1867-1928",Argentine fiction -- 20th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
62984,Text,2020-08-20,Cartas americanas. Primera serie,es,"Valera, Juan, 1824-1905",Spanish literature -- History and criticism; Spanish American literature -- History and criticism,PQ,Browsing: History - General; Browsing: Literature
62986,Text,2020-08-20,"Tres relatos porteños
Segunda edición",es,"Cancela, Arturo, 1892-1957; Sanín Cano, Baldomero, 1861-1957 [Author of introduction, etc.]",Argentine fiction -- 20th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63019,Text,2020-08-23,Sainetes,es,"Arniches y Barrera, Carlos, 1866-1943",Burlesque (Literature); Spanish drama (Comedy); Sainetes; Spanish drama -- 20th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
63030,Text,2020-08-24,"Tauromaquia completa, ó sea, El arte de torear en plaza",es,"Montes, Francisco, 1805-1851",Bullfights -- Spain,GV,Browsing: Culture/Civilization/Society
63061,Text,2020-08-27,"Sir Francis Drake: His Voyage, 1595
Together with the Spanish account of Drake's attack on Puerto Rico",en; es,"Maynarde, Thomas, active 1595; Cooley, William Desborough, -1883 [Editor]; Hakluyt Society [Other]","Voyages around the world -- Early works to 1800; Drake, Francis, approximately 1540-1596 -- Travel",G,Browsing: History - General; Browsing: Travel & Geography
63101,Text,2020-09-02,Nuevas cartas americanas,es,"Valera, Juan, 1824-1905",Positivism; Spanish American literature -- History and criticism; South America -- Intellectual life,F2201,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature
63228,Text,2020-09-18,"La quinta de Palmyra
(Novela grande)",es,"Gómez de la Serna, Ramón, 1888-1963",Spanish fiction -- 20th century,PQ,Browsing: Literature; Browsing: Fiction
63328,Text,2020-09-28,"Teatro selecto, tomo 4 de 4",es,"Calderón de la Barca, Pedro, 1600-1681; Menéndez y Pelayo, Marcelino, 1856-1912 [Commentator]","Spanish drama -- Classical period, 1500-1700",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature
63359,Text,2020-10-02,San Ignacio de Loyola,es,"Marcos, Benjamín; Vásquez Camarasa, Enrique [Author of introduction, etc.]","Ignatius, of Loyola, Saint, 1491-1556",BX,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
63378,Text,2020-10-05,El corazón juglar,es,"Urbina, Luis G. (Luis Gonzaga), 1864-1934",Mexican poetry,PQ,Browsing: Literature; Browsing: Poetry
63402,Text,2020-10-07,El criticón (tomo 2 de 2),es,"Gracián y Morales, Baltasar, 1601-1658; Cejador y Frauca, Julio, 1864-1927 [Editor]","Spanish fiction -- Classical period, 1500-1700",PQ,Browsing: Literature; Browsing: Fiction
63412,Text,2020-10-09,Lo prohibido (novela completa),es,"Pérez Galdós, Benito, 1843-1920",Spain -- Social life and customs -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63413,Text,2020-10-09,Lo prohibido (tomo 1 de 2),es,"Pérez Galdós, Benito, 1843-1920",Spain -- Social life and customs -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63414,Text,2020-10-09,Lo prohibido (tomo 2 de 2),es,"Pérez Galdós, Benito, 1843-1920",Spain -- Social life and customs -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63424,Text,2020-10-10,Cuentos populares en Chile,es,"Laval, Ramón A. (Ramón Arminio), 1862-1929",Tales -- Chile; Folklore -- Chile,GR; PQ,Browsing: Culture/Civilization/Society; Browsing: Travel & Geography
63464,Text,2020-10-15,Nuestra Pampa; libro de lectura,es,"Molins, W. Jaime (Wenceslao Jaime), 1882-1965",La Pampa (Argentina : Province) -- Description and travel,F2801,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
63509,Text,2020-10-20,Edipo rey; Edipo en Colona; Antígona,es,"Sophocles, 496? BCE-407 BCE; Bojart, José Pérez [Translator]",Tragedies; Oedipus (Greek mythological figure) -- Drama,PA,Browsing: Literature
63525,Text,2020-10-22,"El poema de la Pampa: ""Martín Fierro"" y el criollismo español",es,"Salaverría, José María, 1873-1940","Hernández, José, 1834-1886. Martín Fierro",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature
63587,Text,2020-10-31,Estampas de viaje: España en los días de la guerra,es,"Urbina, Luis G. (Luis Gonzaga), 1864-1934",Spain -- Description and travel,DP,Browsing: History - General; Browsing: Travel & Geography
63600,Text,2020-11-02,Una Excursión a los Indios Ranqueles - Tomo 1,es,"Mansilla, Lucio V., 1831-1913",Argentina -- Description and travel; Ranquel Indians,F2801,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
63680,Text,2020-11-08,Las figuras de cera: novela,es,"Baroja, Pío, 1872-1956","Aviraneta e Ibargoyen, Eugenio de, 1792-1872 -- Fiction",PQ,Browsing: Literature; Browsing: Fiction
63700,Text,2020-11-10,"Historia del famoso predicador Fray Gerundio de Campazas, alias Zotes (2 de 2)",es,"Isla, José Francisco de, 1703-1781; Lidforss, Edvard, 1833-1910 [Editor]",Spanish fiction -- 18th century,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
63767,Text,2020-11-14,Una excursión a los indios ranqueles - Tomo 2,es,"Mansilla, Lucio V., 1831-1913",Argentina -- Description and travel; Ranquel Indians,F2801,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
63810,Text,2020-11-19,La vuelta al mundo de un novelista; vol. 1/3,es,"Blasco Ibáñez, Vicente, 1867-1928",Voyages around the world,G,Browsing: Culture/Civilization/Society; Browsing: Travel & Geography
63816,Text,2020-11-20,La vuelta al mundo de un novelista; vol. 2/3,es,"Blasco Ibáñez, Vicente, 1867-1928",Voyages around the world,G,Browsing: Culture/Civilization/Society; Browsing: Travel & Geography
63823,Text,2020-11-20,"Nuevas poesías y evangélicas
con un estudio del Dr. Alfredo Palacios",es,"Almafuerte, 1854-1917; Palacios, Alfredo L. (Alfredo Lorenzo), 1878-1965 [Commentator]",Argentine literature; Argentine poetry,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
63922,Text,2020-11-30,"De tal palo, tal astilla",es,"Pereda, José María de, 1833-1906",Spanish fiction -- 19th century,PQ,Browsing: Literature; Browsing: Fiction
64058,Text,2020-12-16,"Fábulas y cuentos en verso
Selección",es,"Goyri, María, 1873-1955? [Compiler]","Fables, Spanish",PQ,Browsing: Children & Young Adult Reading; Browsing: Literature
64188,Text,2020-12-31,La simulación en la lucha por la vida,es,"Ingenieros, José, 1877-1925","Psychology, Comparative; Personality disorders; Malingering",RA,Browsing: Health & Medicine; Browsing: Psychiatry/Psychology
64418,Text,2021-01-29,Paisajes Argentinos,es,"Salaverría, José María, 1873-1940",Argentina -- Description and travel,F2801,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
64439,Text,2021-02-01,Troteras y danzaderas: Novela,es,"Pérez de Ayala, Ramón, 1880-1962",Spanish fiction -- 20th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
64465,Text,2021-02-05,Novelas ejemplares y amorosas,es,"Zayas y Sotomayor, María de, 1590-1650","Spanish fiction -- Classical period, 1500-1700",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
64589,Text,2021-02-18,Doctor Sutilis (Cuentos),es,"Alas, Leopoldo, 1852-1901","Spanish fiction; Short stories, Spanish",PQ,Browsing: Literature; Browsing: Fiction
64656,Text,2021-02-28,"Historia de los siete murciélagos, leyenda árabe",es,"Fernández y González, Manuel, 1821-1888",Spanish fiction -- 19th century,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
64668,Text,2021-03-01,El imperio jesuítico,es,"Lugones, Leopoldo, 1874-1938",Paraguay -- History -- To 1811; Guarani Indians -- Missions; Jesuits -- Missions -- Paraguay; Indians of South America -- Missions -- Paraguay,F2661,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: History - Religious
64775,Text,2021-03-10,Los Lusíadas: Poema épico en diez cantos,es,"Camões, Luís de, 1524?-1580; Gómez de Tapia, Luis, 16th century [Translator]","Gama, Vasco da, 1469-1524 -- Poetry; Explorers -- Portugal -- Poetry; India -- Discovery and exploration -- Poetry; Portugal -- Colonies -- Asia -- Poetry; Epic poetry, Portuguese -- Translations into Spanish; Portuguese poetry -- Classical period, 1500-1700 -- Translations into Spanish",PQ,Browsing: History - General; Browsing: Literature; Browsing: Poetry
64945,Text,2021-03-28,Verdadera historia de los sucesos de la conquista de la Nueva-España (1 de 3),es,"Díaz del Castillo, Bernal, 1496-1584","Mexico -- History -- Conquest, 1519-1540",F1201,Browsing: History - American; Browsing: History - General
64946,Text,2021-03-28,Verdadera historia de los sucesos de la conquista de la Nueva-España (2 de 3),es,"Díaz del Castillo, Bernal, 1496-1584","Mexico -- History -- Conquest, 1519-1540",F1201,Browsing: History - American; Browsing: History - General
64947,Text,2021-03-28,Verdadera historia de los sucesos de la conquista de la Nueva-España (3 de 3),es,"Díaz del Castillo, Bernal, 1496-1584","Mexico -- History -- Conquest, 1519-1540",F1201,Browsing: History - American; Browsing: History - General
64974,Text,2021-03-31,El Hombre Mediocre: Ensayo de psicologia y moral,es,"Ingenieros, José, 1877-1925",Character; Human beings,BF,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
65024,Text,2021-04-08,Los Conquistadores: El origen heróico de América,es,"Salaverría, José María, 1873-1940",Latin America -- History; America -- Discovery and exploration,E011,Browsing: History - American; Browsing: History - General
65034,Text,2021-04-09,Velázquez en el museo del Prado,es,"Velázquez, Diego, 1599-1660 [Illustrator]; Beruete y Moret, A. de (Aureliano), 1876-1922","Velázquez, Diego, 1599-1660",ND,Browsing: Art & Photography; Browsing: Biographies
65158,Text,2021-04-25,Tipos trashumantes: cróquis á pluma,es,"Pereda, José María de, 1833-1906",Spanish literature -- 19th century,PQ,Browsing: History - General; Browsing: Literature
65165,Text,2021-04-26,Vida de Jesús,es,"Renan, Ernest, 1823-1892; Vega, Federico de la [Translator]",Jesus Christ -- Biography; Christian biography -- Palestine,BT,Browsing: Biographies; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
65333,Text,2021-05-13,Halma,es,"Pérez Galdós, Benito, 1843-1920",Priests -- Fiction; Spanish fiction -- 19th century; Christian communities -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
65410,Text,2021-05-22,Los Apóstoles,es,"Renan, Ernest, 1823-1892; Verneuil, Enrique Leopoldo de [Translator]",Apostles,BS,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
65486,Text,2021-06-01,Dramas (1 de 2): Hernani; El Rey se divierte; Los Burgraves,es,"Hugo, Victor, 1802-1885; Gómez Soler, Francesc, 1870-1899 [Illustrator]; Obiols Delgado, Mariano, 1860?-1911 [Illustrator]; Navarro, Cecilio, -1889 [Translator]",French drama -- Translations into Spanish,PQ,Browsing: Literature
65584,Text,2021-06-10,Dramas (2 de 2): Lucrecia Borgia; María Tudor; La Esmeralda; Ruy Blas,es,"Hugo, Victor, 1802-1885; Gómez Soler, Francesc, 1870-1899 [Illustrator]; Blanco Prieto, A., -1892 [Translator]",French drama -- Translations into Spanish,PQ,Browsing: Literature
65632,Text,2021-06-17,La prueba,es,"Pardo Bazán, Emilia, condesa de, 1852-1921",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
65685,Text,2021-06-24,"Libros de caballerías
Selección",es,"Tenreiro, Ramón María, 1879-1939 [Compiler]","Spanish fiction -- Classical period, 1500-1700",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
65689,Text,2021-06-24,Las Fuerzas Extrañas,es,"Lugones, Leopoldo, 1874-1938","Argentine fiction -- 20th century; Short stories, Argentine; Science fiction, Argentine",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
65719,Text,2021-06-28,La familia de Doctor Pedraza,es,"Blasco Ibáñez, Vicente, 1867-1928; Varela de Seijas, -1930 [Illustrator]",Spanish fiction -- 20th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
65738,Text,2021-07-01,El conde Lucanor,es,"Juan Manuel, Infante of Castile, 1282-1347","Tales, Medieval; Spanish literature",PQ,Browsing: Culture/Civilization/Society; Browsing: History - Medieval/The Middle Ages; Browsing: Literature
65815,Text,2021-07-10,Vidas Ejemplares: Beethoven—Miguel Ángel—Tolstoi,es,"Rolland, Romain, 1866-1944","Tolstoy, Leo, graf, 1828-1910; Beethoven, Ludwig van, 1770-1827; Michelangelo Buonarroti, 1475-1564",CT,Browsing: Biographies; Browsing: History - General
65880,Text,2021-07-20,Las cien mejores poesías (lí­ricas) de la lengua castellana,es,"Menéndez y Pelayo, Marcelino, 1856-1912 [Compiler]",Spanish poetry,PQ,Browsing: Literature; Browsing: Poetry
65937,Text,2021-07-28,Que nada se sabe,es,"Sánchez, Francisco, 1550?-1623?; Menéndez y Pelayo, Marcelino, 1856-1912 [Commentator]",Skepticism -- Early works to 1800,B,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
65988,Text,2021-08-04,Ausías March y su época,es,"Rubió y Ors, Joaquín, 1818-1899","March, Ausiàs, 1397?-1459 -- Criticism and interpretation",PC,Browsing: History - General; Browsing: Literature
65999,Text,2021-08-05,"Los Sueños, Volume I",es,"Quevedo, Francisco de, 1580-1645; Cejador y Frauca, Julio, 1864-1927 [Editor]","Spanish literature -- Classical period, 1500-1700; Satire, Spanish",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature
66023,Text,2021-08-09,Tragedias,es,"Aeschylus, 526 BCE-457 BCE; Torri, Julio, 1889-1970 [Editor]; Brieva Salvatierra, Fernando Segundo, 1845-1906 [Translator]","Mythology, Greek -- Drama; Aeschylus -- Translations into Spanish",PA,Browsing: History - Ancient; Browsing: Literature
66262,Text,2021-09-10,"Los Sueños, Volume II",es,"Quevedo, Francisco de, 1580-1645; Cejador y Frauca, Julio, 1864-1927 [Editor]","Spanish literature -- Classical period, 1500-1700; Satire, Spanish",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature
66285,Text,2021-09-13,Salambó,es,"Flaubert, Gustave, 1821-1880; Bayo, Ciro, 1860-1939 [Translator]",Historical fiction; Carthage (Extinct city) -- History -- Fiction,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
66337,Text,2021-09-18,Metamorfóseos o Transformaciones (1 de 4),es,"Ovid, 44 BCE-18?; Asensio, José, 1759?- [Illustrator]; Crivell, Francisco [Translator]","Classical literature; Mythology, Classical; Fables, Latin -- Translations into Spanish; Metamorphosis -- Mythology",PA,Browsing: Language & Communication; Browsing: Literature
66338,Text,2021-09-18,Metamorfóseos o Transformaciones (2 de 4),es,"Ovid, 44 BCE-18?; Asensio, José, 1759?- [Illustrator]; Crivell, Francisco [Translator]","Classical literature; Mythology, Classical; Fables, Latin -- Translations into Spanish; Metamorphosis -- Mythology",PA,Browsing: Language & Communication; Browsing: Literature
66339,Text,2021-09-18,Metamorfóseos o Transformaciones (3 de 4),es,"Ovid, 44 BCE-18?; Asensio, José, 1759?- [Illustrator]; Crivell, Francisco [Translator]","Classical literature; Mythology, Classical; Fables, Latin -- Translations into Spanish; Metamorphosis -- Mythology",PA,Browsing: Language & Communication; Browsing: Literature
66340,Text,2021-09-18,Metamorfóseos o Transformaciones (4 de 4),es,"Ovid, 44 BCE-18?; Asensio, José, 1759?- [Illustrator]; Crivell, Francisco [Translator]","Classical literature; Mythology, Classical; Fables, Latin -- Translations into Spanish; Metamorphosis -- Mythology",PA,Browsing: Literature
66373,Text,2021-09-25,"Reglas y consejos sobre investigación científica
(Los tónicos de la voluntad)",es,"Ramón y Cajal, Santiago, 1852-1934",Research; Scientists,Q,Browsing: Biographies; Browsing: Research Methods/Statistics/Information Sys; Browsing: Science - General
66488,Text,2021-10-07,El abuelo (Novela en cinco jornadas),es,"Pérez Galdós, Benito, 1843-1920",Family secrets -- Fiction; Inheritance and succession -- Fiction; Sisters -- Fiction; Domestic fiction; Grandfathers -- Fiction; Illegitimate children -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
66514,Text,2021-10-11,Cuentos valencianos,es,"Blasco Ibáñez, Vicente, 1867-1928","Short stories, Spanish; Spanish fiction -- 20th century; Valencia (Spain) -- Social life and customs -- Fiction",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
66554,Text,2021-10-17,"Colección de Documentos Inéditos Relativos al Descubrimiento, Conquista y Organización de las Antiguas Posesiones Españolas de Ultramar. Tomo 10, De Los Documentos Legislativos, III",es,Real Academia de la Historia (Spain) [Editor],Spain -- Colonies; Spain -- Colonies -- Administration -- History -- Sources,DS,Browsing: History - European; Browsing: History - General; Browsing: Other
66591,Text,2021-10-22,"La metamorfosis, o, El asno de oro",es,"Apuleius; López de Cortegana, Diego, 1455-1524 [Translator]","Metamorphosis -- Fiction; Latin fiction -- Translations into Spanish; Mythology, Classical -- Fiction",PA,Browsing: Literature; Browsing: Fiction
66626,Text,2021-10-29,Adán y Eva en el paraíso,es,"Queirós, Eça de, 1845-1900; Amado, Enrique [Translator]","Adam (Biblical figure) -- Fiction; Eve (Biblical figure) -- Fiction; Short stories, Portuguese -- Translations into Spanish",PQ,Browsing: Literature; Browsing: Fiction
66866,Text,2021-12-02,Historia de la guerra del Peloponeso (1 de 2),es,"Thucydides, 456? BCE-396 BCE; Gracián, Diego, 1494-1586? [Translator]","Greece -- History -- Peloponnesian War, 431-404 B.C.",DF,Browsing: History - Ancient; Browsing: History - General
66867,Text,2021-12-02,Historia de la guerra del Peloponeso (2 de 2),es,"Thucydides, 456? BCE-396 BCE; Gracián, Diego, 1494-1586? [Translator]","Greece -- History -- Peloponnesian War, 431-404 B.C.",DF,Browsing: History - European; Browsing: History - General; Browsing: History - Warfare
66902,Text,2021-12-08,Los desposados: Historia milanesa del siglo XVII - Tomo 1,es,"Manzoni, Alessandro, 1785-1873",Historical fiction; Plague -- Fiction; Milan (Italy) -- Fiction; Italy -- History -- 1559-1789 -- Fiction; Italian fiction -- Translations into Spanish,PQ,Browsing: History - European; Browsing: Literature; Browsing: Fiction
66949,Text,2021-12-16,"Las Helénicas; ó, Historia griega desde el año 411 hasta el 362 antes de Jesucristo",es,"Xenophon, 432 BCE-351? BCE; Soms y Castelín, Enrique, 1860-1913 [Translator]",Greece -- History -- To 146 B.C.,PA,Browsing: History - General
66979,Text,2021-12-20,Tristana,es,"Pérez Galdós, Benito, 1843-1920",Madrid (Spain) -- Fiction; Spanish fiction -- 19th century; Women -- Spain -- Social conditions -- 19th century -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
67092,Text,2022-01-03,El paraíso perdido,es,"Milton, John, 1608-1674; Vaughan, Robert, 1795-1868 [Contributor]; Doré, Gustave, 1832-1883 [Illustrator]; Rosell, Cayetano, 1816-1883 [Translator]","Milton, John, 1608-1674; Milton, John, 1608-1674 -- Adaptations",PR,Browsing: Literature
67126,Text,2022-01-08,El caballero encantado (cuento real... inverosí­mil),es,"Pérez Galdós, Benito, 1843-1920",Spanish fiction -- 20th century,PQ,Browsing: Literature; Browsing: Fiction
67137,Text,2022-01-10,Novelas de la Costa Azul,es,"Blasco Ibáñez, Vicente, 1867-1928",Spanish fiction -- 20th century,PQ,Browsing: Literature; Browsing: Fiction
67155,Text,2022-01-13,La corte de Carlos IV,es,"Pérez Galdós, Benito, 1843-1920","Spain -- History -- Charles IV, 1788-1808 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
67189,Text,2022-01-17,El 19 de marzo y el 2 de mayo,es,"Pérez Galdós, Benito, 1843-1920","Spain -- History -- Napoleonic Conquest, 1808-1813 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
67197,Text,2022-01-19,Eneida; v. 2 de 2,es,"Virgil, 71 BCE-20 BCE; Caro, Miguel Antonio, 1843-1909 [Translator]","Aeneas (Legendary character) -- Poetry; Epic poetry, Latin -- Translations into Spanish",PA,Browsing: Literature; Browsing: Poetry
67231,Text,2022-01-23,Los desposados: Historia milanesa del siglo XVII - Tomo 2,es,"Manzoni, Alessandro, 1785-1873",Historical fiction; Plague -- Fiction; Milan (Italy) -- Fiction; Italy -- History -- 1559-1789 -- Fiction; Italian fiction -- Translations into Spanish,PQ,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Literature; Browsing: Fiction
67248,Text,2022-01-25,El clavo,es,"Alarcón, Pedro Antonio de, 1833-1891",Detective and mystery stories; Spanish fiction -- 19th century,PQ,Browsing: Crime/Mystery; Browsing: History - European; Browsing: Literature; Browsing: Fiction
67348,Text,2022-02-07,Estados Unidos,es,"Sarmiento, Domingo Faustino, 1811-1888",United States -- Description and travel,E151,Browsing: History - American; Browsing: Travel & Geography
67354,Text,2022-02-07,La Tosca: Drama trágico en cuatro actos divididos en cinco cuadros,es,"Sardou, Victorien, 1831-1908; Francos Rodríguez, José, 1862-1931 [Translator]; González Llana, Félix, 1850-1921 [Translator]",Tragedies; French drama -- Translations into Spanish,PQ,Browsing: Literature; Browsing: Fiction
67360,Text,2022-02-08,Napoleón en Chamartín,es,"Pérez Galdós, Benito, 1843-1920","Napoleon I, Emperor of the French, 1769-1821 -- Fiction; Spain -- History -- Napoleonic Conquest, 1808-1813 -- Fiction; Madrid (Spain) -- History -- Fiction",PQ,Browsing: History - European; Browsing: Literature; Browsing: Fiction
67408,Text,2022-02-15,"La verbena de la Paloma; o, El boticario y las chulapas y celos mal reprimidos",es,"Vega, Ricardo de la, 1839-1910 [Librettist]; Bretón, Tomás, 1850-1923 [Composer]",Zarzuelas -- Librettos,PQ; ML,Browsing: Literature; Browsing: Performing Arts/Film
67415,Text,2022-02-16,Gerona,es,"Pérez Galdós, Benito, 1843-1920","Spain -- History -- Napoleonic Conquest, 1808-1813 -- Fiction; Gerona (Spain) -- History -- Siege, 1808-1809 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
67481,Text,2022-02-23,Los valores literarios,es,"Azorín, 1873-1967",Spanish literature -- History and criticism,PQ,Browsing: History - General; Browsing: Literature
67524,Text,2022-02-28,"Historia de la Conquista de Mexico, Volume 2 (of 3)
Poblacion y Progresos de la America Septentrional, Conocida por el Nombre de Nueva España",es,"Solís, Antonio de, 1610-1686; Josse, Auguste-Louis, 1763-1841 [Editor]","Mexico -- History -- Conquest, 1519-1540",F1201,Browsing: History - American; Browsing: History - General
67555,Text,2022-03-03,Adhesiones á la Venta de los Ferro-carriles de la Provincia,es,"Gonnet, Manuel B., 1855-1927",Railroads -- Argentina,HE,Browsing: Culture/Civilization/Society; Browsing: Economics; Browsing: History - General
67631,Text,2022-03-15,Guerras civiles de Granada: Tomo I,es,"Pérez de Hita, Ginés, 1544?-1619?",Granada (Spain : Reino) -- History -- Fiction,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
67638,Text,2022-03-16,"Los caciques
farsa cómica de costumbres de política rural, distribuída en tres actos",es,"Arniches y Barrera, Carlos, 1866-1943",Spanish drama -- 20th century,PQ,Browsing: Literature; Browsing: Fiction
67676,Text,2022-03-21,"Obras completas de Fígaro, Tomo 1",es,"Larra, Mariano José de, 1809-1837",Spanish literature -- 19th century,PQ,Browsing: History - General; Browsing: Literature
67705,Text,2022-03-25,Juan Martín el Empecinado,es,"Pérez Galdós, Benito, 1843-1920","Martín, Juan, 1775-1825 -- Fiction",PQ,Browsing: Literature; Browsing: Fiction
67726,Text,2022-03-28,Señora ama: Comedia en tres actos,es,"Benavente, Jacinto, 1866-1954",Jealousy -- Drama; Husband and wife -- Drama; Spanish drama -- 20th century,PQ,Browsing: Literature
67817,Text,2022-04-12,La batalla de los Arapiles,es,"Pérez Galdós, Benito, 1843-1920","Spain -- History -- Napoleonic Conquest, 1808-1813 -- Fiction; Salamanca, Battle of, Salamanca, Spain, 1812 -- Fiction",PQ,Browsing: History - General; Browsing: Fiction
67819,Text,2022-04-12,Bug-Jargal,es,"Hugo, Victor, 1802-1885; Galiano, D. Alcalá [Translator]","Haiti -- History -- Revolution, 1791-1804 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
67843,Text,2022-04-15,El papa del mar,es,"Blasco Ibáñez, Vicente, 1867-1928","Benedict XIII, Antipope, 1342-1423? -- Fiction; Catholic Church -- History -- Fiction; Rome (Italy) -- History -- Fiction",PQ,Browsing: History - European; Browsing: History - Religious; Browsing: Literature; Browsing: Fiction
67895,Text,2022-04-21,Es mi hombre: Tragedia grotesca en tres actos,es,"Arniches y Barrera, Carlos, 1866-1943",Spanish drama -- 20th century,PQ,Browsing: Literature; Browsing: Fiction
67917,Text,2022-04-24,La vuelta al mundo de un novelista; vol. 3/3,es,"Blasco Ibáñez, Vicente, 1867-1928",Voyages around the world,G,Browsing: Culture/Civilization/Society; Browsing: Travel & Geography
67939,Text,2022-04-27,El capital: Resumido y acompañado de un estudio sobre el Socialismo científico,es,"Marx, Karl, 1818-1883; Deville, Gabriel Pierre, 1854-1940",Socialism; Capital; Economics; Wages,HB,Browsing: Economics; Browsing: Politics; Browsing: Sociology
67961,Text,2022-05-01,El arte de amar,es,"Ovid, 44 BCE-18?","Seduction -- Poetry; Didactic poetry, Latin -- Translations into Spanish; Erotic poetry, Latin -- Translations into Spanish; Ovid, 43 B.C.-17 A.D. or 18 A.D. -- Translations into Spanish; Love poetry, Latin -- Translations into Spanish; Man-woman relationships -- Rome -- Poetry",PA,Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Poetry
68015,Text,2022-05-07,Amores: elegías amatorias,es,"Ovid, 44 BCE-18?","Love poetry, Latin -- Translations into Spanish",PA,Browsing: Language & Communication; Browsing: Literature; Browsing: Poetry
68131,Text,2022-05-20,Obras,es,"Vega, Garcilaso de la, 1503-1536; Navarro Tomás, Tomás, 1884-1979 [Editor]","Spanish poetry -- Classical period, 1500-1700",PQ,Browsing: Literature; Browsing: Poetry
68154,Text,2022-05-23,Tirano Banderas: Novela de tierra caliente,es,"Valle-Inclán, Ramón del, 1866-1936",Imaginary societies -- Fiction; Dictators -- Fiction; Imaginary revolutions -- Fiction,PQ,Browsing: Literature; Browsing: Politics; Browsing: Fiction
68220,Text,2022-06-01,Compendio del derecho público romano,es,"Mommsen, Theodor, 1817-1903; Dorado Montero, Pedro, 1861-1919 [Translator]",Constitutional law -- Rome,JC,Browsing: History - Ancient; Browsing: Law & Criminology; Browsing: Politics
