Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
320,Text,1995-09-01,Vida De Lazarillo De Tormes Y De Sus Fortunas Y Adversidades,es,Anonymous,"Spanish fiction; Spain -- Social conditions -- 16th century -- Fiction; Picaresque literature, Spanish",PQ,6 Best Loved Spanish Literary Classics; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
1619,Text,1999-01-01,La Celestina,es,"Rojas, Fernando de, -1541",Spanish fiction,PQ,6 Best Loved Spanish Literary Classics; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
2000,Text,1999-12-01,Don Quijote,es,"Cervantes Saavedra, Miguel de, 1547-1616",Spain -- Social life and customs -- 16th century -- Fiction; Knights and knighthood -- Spain -- Fiction; Picaresque literature; Romances,PQ,Best Books Ever Listings; Harvard Classics; 6 Best Loved Spanish Literary Classics; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
2367,Text,2000-10-01,Los Bombardeos Atomicos de Hiroshima y Nagasaki,es,United States. Army. Corps of Engineers. Manhattan District,"Atomic bomb -- Blast effect; Atomic bomb -- Physiological effect; Hiroshima-shi (Japan) -- History -- Bombardment, 1945; Nagasaki-shi (Japan) -- History -- Bombardment, 1945",D731,Browsing: History - General; Browsing: History - Warfare
5201,Text,2004-03-01,Don Juan Tenorio,en; es,"Zorrilla, José, 1817-1893; Kline, A. S., 1947- [Translator]; Mayberry, Nancy [Translator]","Juan, Don (Legendary character) -- Drama",PQ,6 Best Loved Spanish Literary Classics; Browsing: Literature; Browsing: Fiction
5877,Text,2004-06-01,"Reina Valera New Testament of the Bible 1602, Book of Matthew",es,"Reina, Casiodoro de, 1520?-1594 [Translator]; Valera, Cipriano de, 1532?-1625 [Translator]",Bible. New Testament,BS,Christianity; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
5878,Text,2004-06-01,Reina Valera New Testament of the Bible 1858,es,"Reina, Casiodoro de, 1520?-1594 [Translator]; Valera, Cipriano de, 1532?-1625 [Translator]",Bible. New Testament,BS,Christianity; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
5879,Text,2004-06-01,Reina Valera New Testament of the Bible 1862,es,"Reina, Casiodoro de, 1520?-1594 [Translator]; Valera, Cipriano de, 1532?-1625 [Translator]",Bible. New Testament,BS,Christianity; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
5880,Text,2004-06-01,Reina Valera New Testament of the Bible 1865,es,"Reina, Casiodoro de, 1520?-1594 [Translator]; Valera, Cipriano de, 1532?-1625 [Translator]",Bible. New Testament,BS,Christianity; Browsing: History - Religious; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
5881,Text,2004-06-01,Reina Valera New Testament of the Bible 1909,es,"Reina, Casiodoro de, 1520?-1594 [Translator]; Valera, Cipriano de, 1532?-1625 [Translator]",Bible. New Testament,BS,Christianity; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
5985,Text,2004-06-01,"Zadig, ó El Destino, Historia Oriental",es,"Voltaire, 1694-1778","Manners and customs -- Fiction; French literature -- 18th century; Political fiction, French",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
6528,Text,2004-09-01,Sagradas Escrituras Version Antigua,es,"Stendal, Russell, 1955-",Bible,BS,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
7109,Text,2004-12-01,"Candido, o El Optimismo",es,"Voltaire, 1694-1778",Satire; Optimism -- Fiction,PQ,Browsing: Humour; Browsing: Literature; Browsing: Fiction
8870,Text,2005-09-01,"La Mejor Cocinera, Recetas de Cocina",es,Calleja (pseudonym),Cooking,TX,Cookbooks and Cooking; Browsing: Cooking & Drinking
9890,Text,2006-02-01,"Biografia del libertador Simon Bolívar, ó La independencia de la América del sud
Reseña histórico-biográfica",es,"Campano, Lorenzo","Bolívar, Simón, 1783-1830; South America -- History -- Wars of Independence, 1806-1830; Heads of state -- South America -- Biography",F2201,Browsing: Biographies; Browsing: History - American
9895,Text,2006-02-01,Novelas de Voltaire — Tomo Primero,es,"Voltaire, 1694-1778","French fiction -- Translations into Spanish; Voltaire, 1694-1778 -- Translations into Spanish",PQ,Browsing: Literature; Browsing: Fiction
9980,Text,2006-02-01,Platero y yo,es,"Jiménez, Juan Ramón, 1881-1958; Onís, Federico de, 1885-1966 [Author of introduction, etc.]; Walsh, Gertrude M. (Gertrude Margaret), 1884- [Editor]; Petersham, Maud, 1890-1971 [Illustrator]; Petersham, Miska, 1888-1960 [Illustrator]",Authors -- Fiction; Donkeys -- Fiction; Andalusia (Spain) -- Social life and customs -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
10228,Sound,2003-11-01,El Presidente Díaz al Señor Edison,es,"Díaz, Porfirio, 1830-1915","Edison, Thomas A. (Thomas Alva), 1847-1931",TK,Browsing: Computers & Technology; Browsing: History - American
10236,Sound,2003-11-01,International Correspondence School - Spanish Lesson #9,en; es,,Spanish language -- Sound recordings for English speakers,PC,Language Education; Browsing: Language & Communication; Browsing: Teaching & Education
10255,Sound,2003-11-01,La Paloma,es,"Banda de Zapadores de Mexico [Performer]; Yradier, Sebastián, 1809-1865 [Composer]",Songs -- Instrumental settings,M,Browsing: Music
10261,Sound,2003-11-01,"La Bella Cubano
Habenera",es,Trio Cubano [Performer],Violin and piano music; Habaneras,M,Browsing: Music
10262,Sound,2003-11-01,"Que Partes El Alma
Rumba Son",es,"Cruz, Juan de la [Performer]; León, Bienvenido, musician [Performer]","Folk songs, Spanish -- Cuba",M,Browsing: Music
10293,Text,2003-11-01,"Relación historica de los sucesos de la rebelión de José Gabriel Tupac-Amaru en las provincias del Peru, el año de 1780",es,Anonymous,"Peru -- History -- Insurrection of Tupac Amaru, 1780-1781",F3401,Browsing: History - American; Browsing: History - General
10506,Text,2003-12-01,"Romance de lobos, comedia barbara",es,"Valle-Inclán, Ramón del, 1866-1936",Spanish drama,PQ,Browsing: Literature; Browsing: Fiction
10814,Text,2004-01-01,"Legends, Tales and Poems",en; es,"Bécquer, Gustavo Adolfo, 1836-1870; Olmsted, Everett Ward, 1869- [Editor]",Spanish language -- Readers,PQ,6 Best Loved Spanish Literary Classics; Browsing: Language & Communication; Browsing: Literature
10821,Text,2004-01-01,"Manfredo
Drama en tres actos",es,"Byron, George Gordon Byron, Baron, 1788-1824",Drama,PR,Browsing: Literature
10822,Text,2004-01-01,"El paraiso de las mujeres
Novela",es,"Blasco Ibáñez, Vicente, 1867-1928",Women -- Fiction; Engineers -- Fiction; Spanish fiction -- 20th century,PQ,Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Fiction
10825,Text,2004-01-01,La Navidad en las Montañas,es,"Altamirano, Ignacio Manuel, 1834-1893",Christmas stories,PQ,Christmas; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
10909,Text,2004-02-01,"Los Amantes de Teruel
Drama en cuatro actos en verso y prosa",es,"Hartzenbusch, Juan Eugenio, 1806-1880; Umphrey, G. W. (George Wallace), 1878- [Editor]",Lovers of Teruel (Legend) -- Drama,PQ,Browsing: Literature; Browsing: Performing Arts/Film
11047,Text,2004-02-01,Libro segundo de lectura,en; es,"Cyr, Ellen M., 1860-1920",Spanish language -- Readers,PC,Browsing: Language & Communication; Browsing: Literature; Browsing: Teaching & Education
11070,Text,2004-02-01,La Fontana de Oro,es,"Pérez Galdós, Benito, 1843-1920","Historical fiction; War stories; Spain -- History -- Ferdinand VII, 1813-1833 -- Fiction; Spain -- History -- Revolution, 1820-1823 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
11071,Text,2004-02-01,Naufragios de Alvar Núñez Cabeza de Vaca,es,"Núñez Cabeza de Vaca, Alvar, active 16th century","America -- Early accounts to 1600; America -- Discovery and exploration -- Spanish; Explorers -- America -- Biography; Explorers -- Spain -- Biography; Núñez Cabeza de Vaca, Alvar, active 16th century; Indians of North America -- Southwestern States; Southwestern States -- Description and travel",E011,Browsing: Biographies; Browsing: History - American; Browsing: History - General; Browsing: Travel & Geography
11081,Text,2004-02-01,Extracto de la gramatica mutsun,es; nai,"Arroyo de la Cuesta, Felipe, -1842",Mutsun dialect -- Grammar; Catalan language -- Texts,PM,Native America; Language Education; Browsing: Culture/Civilization/Society; Browsing: Language & Communication; Browsing: Teaching & Education
11302,Text,2004-02-01,"Diario de la navegacion empredida en 1781
Desde el Rio Negro, para reconocer la Bahia de Todos los Santos, las Islas del Buen Suceso, y el desague del Rio Colorado",es,"Villarino, Basilio, 1741-1785",Argentina -- Discovery and exploration,F2801,Argentina; Browsing: History - American; Browsing: History - General; Browsing: Travel & Geography
11529,Text,2004-03-01,"La Espuma
Obras completas de D. Armando Palacio Valdés, Tomo 7.",es,"Palacio Valdés, Armando, 1853-1938",Satire; Spanish fiction; Madrid (Spain) -- Social life and customs -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
11598,Text,2004-03-01,La Montaña,es,"Reclus, Elisée, 1830-1905",Mountains,GB,Browsing: Culture/Civilization/Society; Browsing: Nature/Gardening/Animals; Browsing: Travel & Geography
11657,Text,2004-03-01,La Niña de Luzmela,es,"Espina, Concha, 1869-1955",Spanish fiction -- 20th century,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
11663,Text,2004-03-01,El Arroyo,es,"Reclus, Elisée, 1830-1905; López Rodrigo, A.‏ [Translator]",Rivers,GB,Browsing: Culture/Civilization/Society; Browsing: Science - Earth/Agricultural/Farming; Browsing: Travel & Geography
11669,Text,2004-03-01,La Puerta de Bronce y Otros Cuentos,es,"Romero de Terreros, Manuel, marqués de San Francisco, 1880-1968",Short stories,PQ,Browsing: Literature; Browsing: Fiction
12274,Text,2004-05-01,Viajes por Filipinas: De Manila á Marianas,es,"Alvarez Guerra, Juan, 1843-1905",Philippines -- Description and travel,DS,Browsing: History - General; Browsing: Travel & Geography
12275,Text,2004-05-01,Viajes por Filipinas: De Manila á Albay,es,"Alvarez Guerra, Juan, 1843-1905",Philippines -- Description and travel,DS,Browsing: History - General; Browsing: Travel & Geography
12276,Text,2004-05-01,Viajes por Filipinas: De Manila á Tayabas,es,"Alvarez Guerra, Juan, 1843-1905",Philippines -- Description and travel,DS,Browsing: History - General; Browsing: Travel & Geography
12368,Text,2004-05-01,Contigo Pan y Cebolla,en; es,"Gorostiza, Manuel Eduardo de, 1789-1851; McGuire, Elizabeth, 1879- [Editor]",Spanish language -- Readers,PC; PQ,Browsing: Children & Young Adult Reading; Browsing: Language & Communication; Browsing: Literature
12435,Text,2004-05-01,Paginas Sudamericanas,es,"Phipps, Helen",Spanish language -- Readers,PC,Browsing: Language & Communication; Browsing: Literature; Browsing: Teaching & Education
12457,Text,2004-05-01,El Diablo Cojuelo,es,"Vélez de Guevara, Luis, 1579-1644",Devil -- Fiction,PQ,Browsing: Literature; Browsing: Fiction
12500,Text,2004-05-01,Buena Nueva de acuerdo a Mateo: Traducción de dominio público abierta a mejoras,es,,Bible. Matthew,BS,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
12501,Text,2004-05-01,Buena Nueva de acuerdo a Marcos: Traducción de dominio público abierta a mejoras,es,,Bible. Mark,BS,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
12502,Text,2004-05-01,Buena Nueva de acuerdo a Lucas: Traducción de dominio público abierta a mejoras,es,,Bible. Luke,BS,Browsing: Religion/Spirituality/Paranormal
12503,Text,2004-05-01,Buena Nueva de acuerdo a Juan: Traducción de dominio público abierta a mejoras,es,,Bible. John,BS,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
12627,Text,2004-06-01,Escenas Montañesas,es,"Pereda, José María de, 1833-1906",Spanish literature,PQ,Browsing: Literature
12840,Text,2004-07-07,Logica,es,"Piquer, Andres, 1711-1772","Knowledge, Theory of; Logic",BC,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology
12848,Text,2004-07-08,Las inquietudes de Shanti Andia,es,"Baroja, Pío, 1872-1956",Sea stories; Ship captains -- Fiction; Slave trade -- Fiction,PQ,Browsing: Literature; Browsing: Fiction
13210,Text,2004-08-18,"El Comendador Mendoza
Obras Completas Tomo VII",es,"Valera, Juan, 1824-1905",Atonement -- Fiction,PQ,Browsing: Literature; Browsing: Fiction
13216,Text,2004-08-18,"Diario histórico de la rebelion y guerra de los pueblos Guaranis situados en la costa oriental del Rio Uruguay, del año de 1754",es,"Henis, Tadéas Xavier, 1711-","Seven Reductions, War of the, 1754-1756",V,Argentina; Browsing: History - General
13264,Text,2004-08-23,"Zalacaín El Aventurero
(Historia de las buenas andanzas y fortunas de Martín Zalacaín el Aventurero)",es,"Baroja, Pío, 1872-1956","Spain -- History -- Carlist War, 1873-1876 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
13458,Text,2004-09-14,"Derroteros y viages à la Ciudad Encantada, ó de los Césares.
Que se creia existiese en la Cordillera, al sud de Valdivia.",es,"Angelis, Pedro de, 1784-1859 [Editor]",Argentina -- Description and travel; Ciudad de los Césares (Legendary place); Chile -- Description and travel,F3051; F2801,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
13479,Text,2004-09-16,"Descripción Geografica, Histórica y Estadística de Bolivia, Tomo 1.",es,"Orbigny, Alcide Dessalines d', 1802-1857","Bolivia -- Description and travel; Bolivia -- History, Local",F3301,Browsing: History - American; Browsing: History - General; Browsing: Travel & Geography
13492,Text,2004-09-18,Viajes por Europa y América,es,"Petano y Mazariegos, Gorgonio",South America -- Description and travel; Europe -- Description and travel,G,Browsing: Culture/Civilization/Society; Browsing: Travel & Geography
13507,Text,2004-09-20,Cuentos de Amor de Locura y de Muerte,es,"Quiroga, Horacio, 1878-1937","Short stories, Uruguayan; Uruguayan fiction",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
13516,Text,2004-09-23,Expedición de Catalanes y Aragoneses al Oriente,es,"Moncada, Francisco de, 1586-1635","Catalan Grand Company; Flor, Roger de, -1305; Byzantine Empire -- History -- Andronicus II Palaeologus, 1282-1328",DF,Browsing: History - European; Browsing: History - General
13519,Text,2004-09-24,La Tierra de Todos,es,"Blasco Ibáñez, Vicente, 1867-1928",Man-woman relationships -- Fiction; Aristocracy (Social class) -- Fiction; Spanish fiction; Patagonia (Argentina and Chile) -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
13608,Text,2004-10-05,"Filosofía Fundamental, Tomo I",es,"Balmes, Jaime Luciano, 1810-1848",Philosophy,B,Browsing: Philosophy & Ethics
13904,Text,2004-10-31,Un antiguo rencor,es,"Ohnet, Georges, 1848-1918",Fiction,PQ,Browsing: Literature; Browsing: Fiction
14235,Text,2004-12-02,"Más vale maña que fuerza
Proverbio en un acto; with notes, exercises, and vocabulary",en; es,"Tamayo y Baus, Manuel, 1829-1898; Conant, Carlos Everett, 1870-1925 [Editor]",Spanish drama,PQ,Browsing: Literature
14236,Text,2004-12-02,En el fondo del abismo: La justicia infalible,es,"Ohnet, Georges, 1848-1918",Fiction,PQ,Browsing: Literature; Browsing: Fiction
14307,Text,2004-12-09,Reseña Veridica de la Revolución Filipina,es,"Aguinaldo, Emilio, 1869-1964","Philippines -- History -- Revolution, 1896-1898; Philippines -- History -- Philippine American War, 1899-1902",DS,Browsing: History - American; Browsing: History - General
14308,Text,2004-12-09,El préstamo de la difunta,es,"Blasco Ibáñez, Vicente, 1867-1928",Fiction,PQ,Browsing: Literature; Browsing: Fiction
14311,Text,2004-12-09,Bailén,es,"Pérez Galdós, Benito, 1843-1920","Bailén, Battle of, Bailén, Spain, 1808 -- Fiction",PQ,Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction
14318,Text,2004-12-10,Belarmino y Apolonio,es,"Pérez de Ayala, Ramón, 1880-1962",Spain -- Fiction; Shoemakers -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
14329,Text,2004-12-11,"Viajes de un Colombiano en Europa, primera serie",es,"Samper, José María, 1828-1888",Europe -- Description and travel,D,Browsing: History - General; Browsing: Travel & Geography
14722,Text,2005-01-17,"Contestaciones y Consideraciones
Al Pueblo y Congreso Norte-Americanos",es,"Mabini, Apolinario, 1864-1903","Philippines -- History -- Philippine American War, 1899-1902",DS,Browsing: History - American; Browsing: History - General
14765,Text,2005-01-23,El Gaucho Martín Fierro,es,"Hernández, José, 1834-1886",Gauchos -- Poetry,PQ,Argentina; 6 Best Loved Spanish Literary Classics; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
14795,Text,2005-01-25,Junto Al Pasig,es,"Rizal, José, 1861-1896",Drama,PQ,Browsing: Literature
14796,Text,2005-01-25,El Consejo de los Dioses,es,"Rizal, José, 1861-1896",Fiction,PQ,Browsing: Literature; Browsing: Fiction
14839,Text,2005-01-30,Filipinas Dentro De Cien Años (Estudio Politico-Social),es,"Rizal, José, 1861-1896",Philippines -- Social conditions; Philippines -- Politics and government,DS,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Politics
14944,Text,2005-02-07,La Barraca,es,"Blasco Ibáñez, Vicente, 1867-1928",Valencia (Spain : Province) -- Fiction; Tenant farmers -- Fiction; Absentee landlordism -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
14995,Text,2005-02-09,Los Hombres de Pro,es,"Pereda, José María de, 1833-1906",Fiction,PQ,Browsing: Literature; Browsing: Fiction
15027,Text,2005-02-12,La Novela Picaresca,es,"Ruiz Morcuende, Federico, 1890- [Editor]","Spanish fiction; Picaresque literature, Spanish",PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
15046,Text,2005-02-14,"Un paseo por Paris, retratos al natural",es,"Barcia, Roque, 1823?-1885",Paris (France) -- Social life and customs; Paris (France) -- Description and travel,DC,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Travel & Geography
15054,Text,2005-02-14,"Viajes de un Colombiano en Europa, segunda serie",es,"Samper, José María, 1828-1888",Europe -- Description and travel,D,Browsing: History - General; Browsing: Travel & Geography
15066,Text,2005-02-15,La Vuelta de Martín Fierro,es,"Hernández, José, 1834-1886",Gauchos -- Poetry,PQ,Argentina; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Poetry
15115,Text,2005-02-20,Novelas y teatro,es,"Cervantes Saavedra, Miguel de, 1547-1616","Spanish fiction -- Classical period, 1500-1700; Spanish drama -- Classical period, 1500-1700",PQ,Browsing: Literature; Browsing: Fiction
15127,Text,2005-02-21,Pitman's Commercial Spanish Grammar (2nd ed.),en; es,"Toledano, C. A.","Spanish language -- Grammar; Commercial correspondence, Spanish; Spanish language -- Textbooks for foreign speakers -- English",PC,Language Education; Browsing: Language & Communication; Browsing: Teaching & Education
15206,Text,2005-02-28,Torquemada en la hoguera,es,"Pérez Galdós, Benito, 1843-1920",Spanish fiction -- 19th century,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
15334,Text,2005-03-12,Mindanao: Su Historia y Geografía,es,"Nieto Aguilar, José",Mindanao Island (Philippines),DS,Browsing: History - General; Browsing: Travel & Geography
15353,Text,2005-03-13,A First Spanish Reader,en; es,"Roessler, Erwin W. (Erwin William), 1880-1926; Remy, Alfred, 1870-1937",Spanish language -- Readers; Spanish language -- Textbooks for foreign speakers -- English,PC,Language Education; Children's Instructional Books; Browsing: Children & Young Adult Reading; Browsing: Language & Communication; Browsing: Teaching & Education
15421,Text,2005-03-20,Contribucion Para El Estudio de los Antiguos Alfabetos Filipinos,es,"Pardo de Tavera, T. H. (Trinidad Hermenegildo), 1857-1925",Philippine languages -- Alphabets,PL,Browsing: Language & Communication; Browsing: Literature
15531,Text,2005-04-03,"Florante
Versión castellana del poema tagalo con un ensayo crítico",es; tl,"Balagtas, Francisco, 1788-1862; De los Santos, Epifanio, 1871-1928 [Translator]",Tagalog poetry -- Translations into Spanish,PL,Browsing: Language & Communication; Browsing: Literature
15532,Text,2005-04-04,Novelas Cortas,en; es,"Alarcón, Pedro Antonio de, 1833-1891; Giese, William F. (William Frederic), 1864- [Editor]",Fiction; Spanish language -- Readers,PQ,Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction
15633,Text,2005-04-16,Etimología de los Nombres de Razas de Filipinas,es,"Pardo de Tavera, T. H. (Trinidad Hermenegildo), 1857-1925",Ethnology -- Philippines,DS; PL,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Sociology
15725,Text,2005-04-28,Doña Perfecta,en; es,"Pérez Galdós, Benito, 1843-1920; Marsh, Arthur Richmond, 1861-1937 [Annotator]; Byington, Steven T. (Steven Tracy), 1868-1957 [Contributor]",Married women -- Fiction; Spanish language -- Readers; Spain -- Social life and customs -- 19th century -- Fiction; Religion and politics -- Spain -- History -- 19th century -- Fiction; Liberalism -- Spain -- History -- 19th century -- Fiction; Social conflict -- Spain -- History -- 19th century -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
15757,Text,2005-05-03,Consideraciones Sobre el Origen del Nombre de los Números en Tagalog,es,"Pardo de Tavera, T. H. (Trinidad Hermenegildo), 1857-1925",Tagalog language -- Numerals,DS; PL,Browsing: Language & Communication
15781,Text,2005-05-07,El Estudiante de Salamanca and Other Selections,en; es,"Espronceda, José de, 1808-1842; Northup, George Tyler, 1874-1964 [Editor]",Poetry,PQ,Browsing: Literature; Browsing: Poetry
16059,Text,2005-06-14,Modern Spanish Lyrics,en; es,"Hills, E. C. (Elijah Clarence), 1867-1932 [Editor]; Morley, S. Griswold (Sylvanus Griswold), 1878-1970 [Editor]",Spanish poetry; Spanish language -- Textbooks for foreign speakers -- English,PQ,Language Education; Browsing: Language & Communication; Browsing: Literature; Browsing: Teaching & Education
16082,Text,2005-06-17,"Angelina
(novela mexicana)",es,"Delgado, Rafael, 1853-1914",Man-woman relationships -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
16105,Text,2005-06-22,Colección de viages y expediciónes à los campos de Buenos Aires y a las costas de Patagonia,es,"Angelis, Pedro de, 1784-1859 [Editor]",Argentina -- Discovery and exploration; Indians of South America -- Argentina; Patagonia (Argentina and Chile),F2801,Argentina; Browsing: History - General; Browsing: Travel & Geography
16109,Text,2005-06-22,Doña Clarines y Mañana de Sol,en; es,"Álvarez Quintero, Serafín, 1871-1938; Álvarez Quintero, Joaquín, 1873-1944; Morley, S. Griswold (Sylvanus Griswold), 1878-1970 [Editor]",Comedies; Spanish drama,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
16110,Text,2005-06-22,"Viage al Parnaso
La Numancia (Tragedia) y El Trato de Argel (Comedia)",es,"Cervantes Saavedra, Miguel de, 1547-1616",Spanish drama; Spanish poetry,PQ,Browsing: Literature; Browsing: Poetry
16119,Text,2005-06-23,"Doctrina Christiana
The first book printed in the Philippines, Manila, 1593.",en; es; tl,"Wolf, Edwin, 1911-1991 [Editor]",Tagalog language -- Texts; Catholic Church -- Catechisms -- Tagalog; Catholic Church -- Catechisms -- Spanish; Block books -- Facsimiles,PL,Christianity; Browsing: History - General; Browsing: Language & Communication; Browsing: Religion/Spirituality/Paranormal
16132,Text,2005-06-25,"Filosofía Fundamental, Tomo II",es,"Balmes, Jaime Luciano, 1810-1848",Philosophy,B,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
16149,Text,2005-06-29,"Máximas Morales en Ilocano y Castellano
Para Uso de los Niños",es; ilo,Anonymous,Maxims,PL,Browsing: Children & Young Adult Reading; Browsing: Language & Communication
16201,Text,2005-07-04,"Parnaso Filipino
Antología de Poetas del Archipelago Magellanico",es,"Martín de la Cámara, Eduardo, 1873-",Philippines -- Biography; Philippine poetry (Spanish),PQ,Browsing: Biographies; Browsing: Literature; Browsing: Poetry
16319,Text,2005-07-17,"Impresiones, Poesías",es,"Campo Arana, José, 1847-1885",Poetry,PQ,Browsing: Literature; Browsing: Poetry
16372,Text,2005-07-27,Fortuna,es,"Pérez Escrich, Enrique, 1829-1897; Hills, E. C. (Elijah Clarence), 1867-1932 [Editor]; Reinhardt, Louise, 1866- [Editor]",Dogs -- Fiction,PQ,Browsing: Literature; Browsing: Fiction
16413,Text,2005-08-02,Arroz y tartana,es,"Blasco Ibáñez, Vicente, 1867-1928",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
16484,Text,2005-08-08,Juanita La Larga,es,"Valera, Juan, 1824-1905",Spanish fiction -- 19th century; Andalusia (Spain) -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
16625,Text,2005-08-30,Clásicos Castellanos: Libro de Buen Amor,es,"Ruiz, Juan, 1283?-1350?; Cejador y Frauca, Julio, 1864-1927 [Editor]",Spanish poetry -- To 1500,PQ,Browsing: Literature; Browsing: Poetry
16670,Text,2005-09-07,La Catedral,es,"Blasco Ibáñez, Vicente, 1867-1928",Toledo (Spain) -- Fiction; Catedral de Toledo -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
16961,Text,2005-10-29,Trafalgar,es,"Pérez Galdós, Benito, 1843-1920","Trafalgar, Battle of, 1805 -- Fiction",PQ,Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction
17013,Text,2005-11-05,Fortunata y Jacinta: dos historias de casadas,es,"Pérez Galdós, Benito, 1843-1920",Married women -- Fiction; Spain -- Social life and customs -- Fiction,PQ,6 Best Loved Spanish Literary Classics; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
17073,Text,2005-11-16,La Regenta,es,"Alas, Leopoldo, 1852-1901",Spain -- Social life and customs -- Fiction; Married people -- Spain -- Fiction,PQ,6 Best Loved Spanish Literary Classics; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
17223,Text,2005-12-04,Pepita Jiménez,es,"Valera, Juan, 1824-1905",Widows -- Fiction; Man-woman relationships -- Fiction; Spain -- Social life and customs -- 19th century -- Fiction; Seminarians -- Fiction,PQ,Harvard Classics; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
17317,Text,2005-12-16,Genio y figura,es,"Valera, Juan, 1824-1905",Historical fiction; Spaniards -- Travel -- Fiction; Women -- Spain -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
17338,Text,2005-12-17,Doña Luz,es,"Valera, Juan, 1824-1905",Spain -- Social life and customs -- 19th century -- Fiction; Young women -- Spain -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
17340,Text,2005-12-17,Marianela,es,"Pérez Galdós, Benito, 1843-1920",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
17341,Text,2005-12-17,Su único hijo,es,"Alas, Leopoldo, 1852-1901",Fiction,PQ,Browsing: Literature; Browsing: Fiction
17406,Text,2005-12-28,Un viaje de novios,es,"Pardo Bazán, Emilia, condesa de, 1852-1921",Spanish fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
17430,Text,2005-12-31,"Morsamor
peregrinaciones heroicas y lances de amor y fortuna de
Miguel de Zuheros y Tiburcio de Simahonda",es,"Valera, Juan, 1824-1905",Spanish fiction -- 19th century,PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
